title,icon,installs,reviews,size,content_rating,free,price,iap,android_version,len_title,main_category,category,iap_min,iap_max,updateDays,rating_class,rating
"Art Camera -Cartoon,Pencil Sketch Art Effect Photo",https://lh3.googleusercontent.com/YQGIgg4wt3rTwHATUR4ty37vyLGhsgsjeHitSktT56hLTXVqpWVmkVunLU_4kAs2FxA,100000,1216,25.0,1,1,0.0,0,1,50,0,ART_AND_DESIGN,0.0,0.0,-21,1,4.6
ibis Paint X,https://lh3.googleusercontent.com/QcfhlXm32JDnj3WM2-TSL78ad99x4slovX4OzCSLSPU3uRN-mGXpKyM_yeXiewhz0Lk,10000000,532278,55.0,1,1,0.0,1,1,12,0,ART_AND_DESIGN,2.99,6.99,-11,1,4.4
Mandala Coloring Book,https://lh3.googleusercontent.com/E-BBdp8ZAM4HM_eyFgS6sLAFJE2dZRxHvk_BHeZ7eEcr8GxHmVOKwMS6DBlu3Tlfzs6v,100000,1592,37.0,1,1,0.0,0,1,21,0,ART_AND_DESIGN,0.0,0.0,-93,0,4.3
Glitter Number and letters coloring Book for kids,https://lh3.googleusercontent.com/cQgdyLnoztbIk5YFeNYoDQgsdPadtzYkhpuaCWEli906GPzlxzrVbMDjuafcU4yFKwlM,500000,238,21.0,1,1,0.0,0,1,49,0,ART_AND_DESIGN,0.0,0.0,-3,0,3.8
Diy school supplies step by step,https://lh3.googleusercontent.com/WUiPIksXw9l2SQ-TzqAzipVdUFkwBGjQRzV-KgJRvrisrGR8D6ZGRFoEhDkvq8NjaTQ,50000,390,15.0,1,1,0.0,0,1,32,0,ART_AND_DESIGN,0.0,0.0,-13,1,4.7
Glitter dress coloring and drawing book for Kids,https://lh3.googleusercontent.com/HdyuQI-MCnY_TegAFIV-0wsWC3yzewVbf7KMzNkO4TaikEUU3DYC5wukChh2GtKyl9Y,100000,197,23.0,1,1,0.0,0,1,48,0,ART_AND_DESIGN,0.0,0.0,-57,0,4.3
Football Wallpapers | Football Backgrounds,https://lh3.googleusercontent.com/03YswaUldkH-YfHnHNrmWuZOoR2yMHOrRgV1NWUAPyUjnBVHv3ZtExlorVAa_nw6jlDS,10000,423,5.3,1,1,0.0,0,1,42,0,ART_AND_DESIGN,0.0,0.0,-86,1,4.9
Floor Plan Creator,https://lh3.googleusercontent.com/yb3PWja0A2u17AZ_erTWro3ehAisqooJwHPo7z2aHnsp235dcGOKpNNcX-mDhO1Nlu-4,10000000,50892,21.345454545454547,1,1,0.0,1,1,18,0,ART_AND_DESIGN,0.99,6.99,-7,0,4.1
Superheroes Wallpaper HD 2K 4K 2019,https://lh3.googleusercontent.com/ozok70WpPcXk4D0CcjP6HJe1nV5973gpFhpa6zKtUHrqp9WcXCOKDAQm5ag-3Gwgt86R,500000,3628,9.3,1,1,0.0,0,1,35,0,ART_AND_DESIGN,0.0,0.0,-168,0,4.2
MediBang Paint - Make Art !,https://lh3.googleusercontent.com/gJiINYcgwxuyz7D74B_yIGoblTCDdhLPmh1JMUiw-cUGZ4D7aj0bUWywBsMNltCQzX4,10000000,182927,23.0,1,1,0.0,1,1,27,0,ART_AND_DESIGN,0.99,99.99,-78,0,4.1
Scriptum AR Escape Room,https://lh3.googleusercontent.com/liACnGA-ovWTzwRbPdjeCXYXV2x-kp2bAJ9eBOtuNwE1h7AZc8swuKU3WjRBDe1281w,5000,23,84.0,1,1,0.0,1,1,23,13,GAME,0.99,99.99,-14,0,4.1
JFK Moonshot: An Augmented Reality Experience,https://lh3.googleusercontent.com/p-d_DckD-fg9gCUfVZGFjVyH94KbX30u-FkngfCr94pGfKQXPLS7ex8Il5QhwEKz1g,10000,126,43.0,1,1,0.0,0,2,45,9,ENTERTAINMENT,0.0,0.0,-127,0,4.3
Learn 33 Languages Free - Mondly,https://lh3.googleusercontent.com/hIue0SIeXl2U8bRjXRhI5yh46ghyHNdgI4wlFJAYmH0vwD0iO9jdYzuUIF63492dTw,5000000,190643,18.985344262295087,1,1,0.0,1,0,32,8,EDUCATION,4.99,191.99,-30,1,4.6
PHAROS AR,https://lh3.googleusercontent.com/cuSjbrkxzwEur2WT9SwbB0foOY0Iwrun8beOL-Mflt24VpIHUMQqIgZvFsj8fDOYLXg,10000,182,32.0,1,1,0.0,0,1,9,20,MUSIC_AND_AUDIO,0.0,0.0,-179,0,4.0
Krystal Kart AR,https://lh3.googleusercontent.com/8tyjfv01RIw1MovKoL_jLD1sBG3PtQnl-dg8uQHjgNCwFjmwiRdM_thPfA2VbDxYlVY,10000,130,40.0,1,1,0.0,1,1,15,13,GAME,0.99,10.99,-164,0,3.1
vTime XR: The AR & VR Social Network for Cardboard,https://lh3.googleusercontent.com/3IeAoqS7RyTKYI_ZfJs2aVUXVpLsetgsPgDVAXgEwE9cx9Vm1iIM2m7bkYzUkQU7JSA,100000,1694,95.0,3,1,0.0,0,1,50,27,SOCIAL,0.0,0.0,-143,0,3.6
RushARound,https://lh3.googleusercontent.com/0RFC-tvrMuNsq-eR1YwJ-VYsm34CwyGASlbETjIrxQxNFt3scefsrN43cUhVS3n029CL,1000,19,35.0,1,1,0.0,1,1,10,13,GAME,0.99,99.99,-273,0,3.8
Pokémon GO,https://lh3.googleusercontent.com/wPfLmWBJwsPdBhsFXc8X4QZOOvePWjoOBLFXXCwyegjRwYOuabmG5cynthlW0HDgy9s,100000000,12318664,44.35875776397517,1,1,0.0,1,1,10,13,GAME,0.99,99.99,-3,0,4.2
Tendar,https://lh3.googleusercontent.com/CGSNP6cRN4XTqZEUuQ2FK72JFwq1EWvwT9cbEyoLdY_U-sZHQaEn6CH7seUOyJo4QEE,5000,97,57.0,4,1,0.0,1,1,6,13,GAME,0.99,1.99,-280,0,4.1
Deck Your Halls,https://lh3.googleusercontent.com/yVVKJl_bLOHol2dLsKIzWCkWmO1S8aK1K5W1glSq30ghHfGLSgBGjofjiWy5oDEGOO1K,5000,57,78.0,1,1,0.0,0,1,15,13,GAME,0.0,0.0,-321,0,4.0
AR Ruler App – Tape Measure & Camera To Plan,https://lh3.googleusercontent.com/Hq-bwh8D0wYVMQ2s93LzHNzASwi1tX0wue5niZOBd7PfE3kDtGdqh59WFYK7q3uOIQ,1000000,8349,27.0,1,1,0.0,1,0,44,29,TOOLS,0.99,9.99,-14,1,4.4
"Just a Line - Draw Anywhere, with AR",https://lh3.googleusercontent.com/YJFzAh85A_nqp2YMJzd7z9wavadoGYOz4RAE9iOnamJWs7iPXSFWuyzNjfvVsrgthIs,100000,2501,2.8,1,1,0.0,0,2,36,9,ENTERTAINMENT,0.0,0.0,-142,0,3.4
CamToPlan,https://lh3.googleusercontent.com/6aFetiKnv5MOZbt8TDy2N_uWI0A1EMyxWFoW2L5fCgtpECsj7jHia-s2i21M7xAj1w,100000,5412,23.0,1,0,9.99,0,3,9,4,BUSINESS,0.0,0.0,-65,1,4.4
David Bowie is,https://lh3.googleusercontent.com/Ytq6x1gJyCeXu42toxF89q0oC9wcbb_W2XMCNJVQ97EgUmiitiDb9pwncrj2x7FYTtS5,1000,85,39.0,2,0,9.99,0,2,14,9,ENTERTAINMENT,0.0,0.0,-289,0,4.1
CamToPlan - AR measurement / tape measure,https://lh3.googleusercontent.com/7_iD_7bz65xdzsyelojy-WcEik-w1q-9XBbUWOY29xZiNWEr9ic_8eGEuk3Ob5WPdFMO,1000000,14457,23.0,1,1,0.0,1,3,41,4,BUSINESS,0.99,29.99,-44,0,4.0
Monster Park AR - Jurassic Dinosaurs in Real World,https://lh3.googleusercontent.com/ohMZOvTr4-vFSdR5HKHXRu-xJslPEvOG95YqoJj7uhEHZ5aw2XB8mTCbik6NROk_Yd4,100000,838,34.0,1,1,0.0,1,2,50,9,ENTERTAINMENT,0.99,2.99,-101,0,3.5
Solar System AR ( ARCore ),https://lh3.googleusercontent.com/7Wb_w2Kmt9v-4g0LoS0r3KA8NquyT57xEyFNBEQiRrjBkjha5MyW2JCmYcbsL7pPafc,50000,415,17.0,1,1,0.0,1,2,26,9,ENTERTAINMENT,0.99,1.99,-122,0,3.8
Atom Visualizer for ARCore,https://lh3.googleusercontent.com/50RGi6ub0wB3wOxyKHfqgIeyWVQ4c4MxEk-s-dlMUs4mNRPpzTpgqPr0bhmjTcy8qw,50000,184,18.985344262295087,1,1,0.0,0,0,26,8,EDUCATION,0.0,0.0,-15,0,4.3
TeamViewer Pilot,https://lh3.googleusercontent.com/Um0gfZo4HNZaPneGhD2NAihCuaH1jsM9kdyQ4xatzoCphqJ1gsXBjdWa6TAVMoyPig,100000,284,26.0,1,1,0.0,0,0,16,29,TOOLS,0.0,0.0,-17,0,3.8
WrldCraft Blocks Legends AR sandbox game,https://lh3.googleusercontent.com/6aL7O9CLvc3aYMZ9OJgvL0NMr8YcnTEfxyFjrDUAa-D15xSbqoqj_qEkFBcOWEBkOQ,5000,118,54.0,1,1,0.0,1,1,40,13,GAME,0.99,4.99,-3,0,3.8
Guns of Boom - Online PvP Action,https://lh3.googleusercontent.com/a4QDW4c6ECxfTD9-6D5mgNURq1BvAm8Lhh5mVhl45oAXP_X-dV72tzsfBXpksI2uKUI,50000000,1773851,34.0,4,1,0.0,1,1,32,13,GAME,0.99,99.99,-9,0,4.3
Dragon Mania Legends - Animal Fantasy,https://lh3.googleusercontent.com/4WJ66CzwRZgtBpP3WJ6-ieKVpG3jwqozRI4zi9nVHqXIVy5M9TUbo6xfjUIx8lsoSg,50000000,2278667,105.0,1,1,0.0,1,1,37,13,GAME,0.99,99.99,-2,1,4.6
CSR Racing 2 - #1 in Racing Games,https://lh3.googleusercontent.com/RWEzpOl_zH_uZwAeqwQVAH0HR3rOQyYNMWNFck3t9Y2zsLSXGRC1kTVBEO5F0WwW2g,10000000,3706152,66.0,4,1,0.0,1,1,33,13,GAME,0.99,199.99,-9,1,4.7
MY LITTLE PONY: Magic Princess,https://lh3.googleusercontent.com/SX0Vt8-DZcxRH-bgS1SBcNV8rO3Nf91Tz_rTZ6yWwgJsHG8ybPyGNYc49F5_aLFaYfY,50000000,1363965,42.0,1,1,0.0,1,1,30,13,GAME,0.99,99.99,-3,1,4.4
Sky Whale,https://lh3.googleusercontent.com/CDpnKvQRygqAYgZYGb5aTXJONuuhuHlDBSPMg4RlJ3Lp_993udvFGdsMInShZPRq8A,10000000,615077,91.0,1,1,0.0,0,1,9,13,GAME,0.0,0.0,-105,1,4.5
Drag Battle,https://lh3.googleusercontent.com/PJ6Q7bRiuA_m_NB5vh5cuHrxYTIcbDadqh7u4ZIQq2qOoklIAVUd1A4NR9Nw-S1FPQ,10000000,117160,128.0,1,1,0.0,1,1,11,13,GAME,1.99,129.99,-11,0,4.3
Thomas & Friends: Race On!,https://lh3.googleusercontent.com/27o4arcT19orpfRyDvWNSyBG5GkQPshD5ArUmreRFJrOSkFATQWNlWXArjbxP2fIjsQR,5000000,32068,27.0,1,1,0.0,1,1,26,13,GAME,1.99,19.99,-176,0,4.1
Formula Car GT Racing Stunts- Impossible Tracks,https://lh3.googleusercontent.com/G1uzA-JL5T-4Dl7V-p9l0jda2EP8AXR1QQdT-GGZOQaizy5-Q5wbf1ycpv6sAbUndw,100000,72,24.0,4,1,0.0,1,1,47,1,AUTO_AND_VEHICLES,1.99,47.99,-4,0,4.2
Kijiji Autos: Search Local Ads for New & Used Cars,https://lh3.googleusercontent.com/GVC5SCk4NzQbUWcLf3QU6ky6-MAoBtyk9H3yXwjpxxC-lYLN9YlJRx_OUXn97FwHKPk,100000,674,24.0,1,1,0.0,0,1,50,1,AUTO_AND_VEHICLES,0.0,0.0,-7,0,4.2
"8891 car - a car, first on 8891! New car, find a car, buy a car, news, car reviews, video, Toyota, Nissan",https://lh3.googleusercontent.com/ia7zgL3icaSTHUqQ7TdRZ9-0PWz0kkAqMJ-HCE5v1waCTMjmBncu7y12cV3JvRQApQ,500000,15305,18.0,1,1,0.0,0,1,105,1,AUTO_AND_VEHICLES,0.0,0.0,-2,1,4.7
Tickets SDA 2019 Examination of traffic police with Drom.ru,https://lh3.googleusercontent.com/SFMLY1aHMMKzXVMSOJchpY-zMuefBS7hP597dAlw9YW0ODZb2VTJk3IBR8MiJqiE184,1000000,93884,64.0,1,1,0.0,0,1,59,1,AUTO_AND_VEHICLES,0.0,0.0,-7,1,4.9
Train Station Construction Railway,https://lh3.googleusercontent.com/FTJ5lL3zCK6wUVmReHyzz79kZGSuGlh34Vv0T_cUm9jokJGs75CsH6K8kGLXuBx1OKc,100000,319,66.0,1,1,0.0,1,1,34,1,AUTO_AND_VEHICLES,1.49,5.99,-3,0,4.2
Used Cars South Africa,https://lh3.googleusercontent.com/N0rlbdC2OVPmBvq6SF5DT-l-ObT4yrtK_fqvmYLOV_if_hu0zd8rX9Vh24KuKQYVBA,100000,627,3.5,1,1,0.0,0,1,22,1,AUTO_AND_VEHICLES,0.0,0.0,-369,1,4.5
Sem Parar,https://lh3.googleusercontent.com/qWNBnkrW7UKc5tN1R4Mik2i9I1cz4oPemPMkt8RHOA5UenvHf1jFOe2WMlhv2odxChQ,500000,2911,47.0,1,1,0.0,0,1,9,1,AUTO_AND_VEHICLES,0.0,0.0,-18,0,2.7
Consulta Placa Detran e Multa,https://lh3.googleusercontent.com/iZ_TEg7yqi4zLoo06qqi6QbtMr7CZbye0G-katt172dd-EaVB7hnSxWsT-wmPlRga5VN,5000000,61720,3.5,1,1,0.0,1,1,29,1,AUTO_AND_VEHICLES,0.99,99.99,-14,1,4.5
CarMax – Cars for Sale: Search Used Car Inventory,https://lh3.googleusercontent.com/XLLo5cYR4i0J0a62N4JZCPfOXC9HOHdGThaONZaXG73hju9-3uL9ZLHVqIr-Se3RfWkm,1000000,25463,5.7,1,1,0.0,0,1,49,1,AUTO_AND_VEHICLES,0.0,0.0,-4,1,4.4
"Used car registration number No. 1 KB Cha Cha, the main vehicle for sale, used car quotes, imported cars installment lease / rent Loans",https://lh3.googleusercontent.com/fRgf1Il5enpfDssEI7G6TVAXKbklS810s1hteVhpVh2lpuMWUNaYAZOisHwVItfkSLg,1000000,4260,24.0,1,1,0.0,0,1,135,1,AUTO_AND_VEHICLES,0.0,0.0,-7,1,4.5
BeautyCam Selfie - Photos Selfie Portrait Editor,https://lh3.googleusercontent.com/KWZ03Bd07cxvp2rDb_b6LIL-0ud4ArUxf9vxBYm1D3lqiK13-WwxP9NwpPc-c0PNg3w,10000,248,38.0,1,1,0.0,0,0,48,2,BEAUTY,0.0,0.0,-129,1,4.7
Photo Magic Maker,https://lh3.googleusercontent.com/s2vvl6Lq-FQgSh7ZwxAAJzJcKfoZ_1zETx9NAtaBDcMC1Ax9oSoHFZ8_2I3h4DZiECY,500000,4087,22.0,1,1,0.0,0,0,17,2,BEAUTY,0.0,0.0,-8,0,3.8
"SALLY BEAUTY - Shop Hair Color, Hair Care & Beauty",https://lh3.googleusercontent.com/yW29h3ajxuyi-2Vy2iqOvmyhq82mFPmy99il6lrmNK_RUuUqnZ5x_IwXKje0CjPe9w,100000,339,19.0,1,1,0.0,0,0,50,2,BEAUTY,0.0,0.0,-3,0,3.8
Emoji Background Editor,https://lh3.googleusercontent.com/VSuU_h0-StKiGQtoN0T_mMPPUqLqsOwFDK0dsW_um_N5O8xp9lmGMUiPrTvOB4M23F0,50000,226,28.0,1,1,0.0,0,0,23,2,BEAUTY,0.0,0.0,-155,1,4.4
Beauty Camera - Selfie Camera,https://lh3.googleusercontent.com/V5e9ujJRA7aipKE2fOYz7K52usUvudextXMGs8_1lKrE2EKqLwIMsq8xk-OqbA79A9M,10000000,113617,25.593333333333337,1,1,0.0,0,0,29,2,BEAUTY,0.0,0.0,-329,0,4.2
Beauty Tips,https://lh3.googleusercontent.com/GBDkrGyySUcBgxIAJb1HJPN_-256s3bUcZUUhm96ytC9nIQdDzSf-5ClAVUMEwsmzg,50000,312,6.6,1,1,0.0,0,0,11,2,BEAUTY,0.0,0.0,-8,0,4.3
AFRICAN BRAIDS 2019,https://lh3.googleusercontent.com/TqcpWlPiwCUbw7IgT5iurUVCSdu0ve7r5_egEqNOqkoKHqNPFgOmVmgpyQT3YAKcBg,100000,1039,6.8,1,1,0.0,0,0,19,2,BEAUTY,0.0,0.0,-7,0,3.9
Treatment of acne completely without Internet,https://lh3.googleusercontent.com/t1wJ9fiqBlmKH2k312MgUunJbvBJF-iOANEzxWGkNdHo_JO7q3-q97hSXFM5aqhcvQ,10000,74,5.9,1,1,0.0,0,0,45,2,BEAUTY,0.0,0.0,-67,0,4.2
Skin Care Guide - Without Internet,https://lh3.googleusercontent.com/gK02hBdTYR4GZUqPlgFp7IyvTsh2Edwv5Q9H9D1rzjM4MvP67Qkf2WyEp1DUQRmiP9I,50000,365,11.0,1,1,0.0,0,0,34,2,BEAUTY,0.0,0.0,-108,1,4.6
Black Women Braids Hairstyles,https://lh3.googleusercontent.com/8TTftMM4tLFL5eoUNBiLurQjjOMacB5viUZwcGlzVoUYCb7GKKqfbSxU_Sou3AVvbw,10000,60,31.0,1,1,0.0,0,0,29,2,BEAUTY,0.0,0.0,-24,1,4.7
Wattpad – Books & Stories,https://lh3.googleusercontent.com/hXzUJqlB3e2-o--OEdziNHQxSql98xxQXeFI2uS-kZx2RVSBHtf3X-IS7x-39ovx,100000000,3396752,16.485714285714284,4,1,0.0,1,0,25,3,BOOKS_AND_REFERENCE,0.99,59.99,-4,0,4.2
English-Myanmar Dictionary,https://lh3.googleusercontent.com/DkvqQuHApwPGtUn3oUBz2Ok5UNl-mM36yv7FaBv8z8IbMuyBHRgI_RBA1nT2wPBAtzk,1000000,12160,43.0,1,1,0.0,0,0,26,3,BOOKS_AND_REFERENCE,0.0,0.0,-115,1,4.6
Stories and tales of fun,https://lh3.googleusercontent.com/gYEAZ3Hxu2m9dGsPCWwMR9ZSUjvzWwbY3xSYJJbls-U2RH0UJhAiMWbhInov-VAe_U7n,1000000,12304,4.0,1,1,0.0,0,0,24,3,BOOKS_AND_REFERENCE,0.0,0.0,-202,1,4.6
Wikipedia,https://lh3.googleusercontent.com/htBUaqvBQR9UQ3b1-ouSHFhDGttQkH-eWetEErspYXVa8hOsfmOmj5ZanGg9GF7XAGc,10000000,599522,16.485714285714284,1,1,0.0,0,0,9,3,BOOKS_AND_REFERENCE,0.0,0.0,-3,1,4.6
Amazon Kindle,https://lh3.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ,100000000,903331,16.485714285714284,4,1,0.0,0,0,13,3,BOOKS_AND_REFERENCE,0.0,0.0,-8,0,4.1
Cool Reader,https://lh3.googleusercontent.com/snV5PnaEgdHAAU_zivxzxfRF92UxaqWtpIO11-pwnOO6YPUDpBBxqcQD4XMMqr2RBg,10000000,253099,16.485714285714284,1,1,0.0,1,0,11,3,BOOKS_AND_REFERENCE,0.99,100.0,-2,0,4.2
Medicinal plants,https://lh3.googleusercontent.com/AzB_OrCGt5RbBGe4AJzJqnQ681-tVEhpBLsL82D0sgcpJ-BcpMblx-wGffQubHx6_t8,1000000,9806,23.0,1,1,0.0,0,0,16,3,BOOKS_AND_REFERENCE,0.0,0.0,-46,0,4.3
All Language Translator Free,https://lh3.googleusercontent.com/LIvsMZO7dV4zXwEBHWHWbyMXB3PuJDulb5pdHjbMVXFQ44rmL_JuaMBR2uiX50X4juhN,5000000,59353,16.485714285714284,1,1,0.0,0,0,28,3,BOOKS_AND_REFERENCE,0.0,0.0,-11,1,4.5
Download free books with green book,https://lh3.googleusercontent.com/HQtt-aZOjKFn_m5rG0e7qpu7nXm_BCayjycnx6mHZrIug_X9spd6Q2IQy6qQlh4Po40,500000,8833,11.0,2,1,0.0,0,0,35,3,BOOKS_AND_REFERENCE,0.0,0.0,-86,1,4.5
Palm reading iReader,https://lh3.googleusercontent.com/1YV_EFqRh_r5UYaZ5BOUxXAj9MCemPFRw4atE3WJ3fZ3-nKAHHTzSDB3qspBOzZXwnTk,5000000,54194,17.0,3,1,0.0,1,0,20,3,BOOKS_AND_REFERENCE,0.99,74.99,-7,0,4.0
"All Document Reader - Docx Reader, Excel Viewer",https://lh3.googleusercontent.com/tgaUz8i64rmo6OUaU-n5JBq1E32q4CYWDZXd0TIGHboBx2MEHpfi1Wj6TGHI3y0OdBmG,1000000,8701,27.0,1,1,0.0,0,3,47,4,BUSINESS,0.0,0.0,-13,0,4.1
Indeed Job Search,https://lh3.googleusercontent.com/jj2z8DZ-Z5rV-Y4IY0ZklkuPjCchjeeisflFD0dU_zlJNpbUJkDTQpAMlc5rwutKFSU,100000000,963345,22.59268292682927,1,1,0.0,0,3,17,4,BUSINESS,0.0,0.0,-2,1,4.6
V380,https://lh3.googleusercontent.com/CYtaR5nsZTERU0gNGwLXIbkRHo1RqhKhWOecTMxAVDnJlfUH-FBr_oW3myARrSdkVN8,1000000,20100,46.0,1,1,0.0,0,3,4,4,BUSINESS,0.0,0.0,-9,0,3.8
AndrOpen Office,https://lh3.googleusercontent.com/-nh7DZvuPq4j5eHG9vsUCHJcI1kzKD4zov9lVu_MHFNf1DL1lZ7PA0z0UXFenL-Ihlc,1000000,35897,22.59268292682927,1,1,0.0,0,3,15,4,BUSINESS,0.0,0.0,-8,0,4.0
Docs To Go™ Free Office Suite,https://lh3.googleusercontent.com/ql9Oh3a9rFfFTh_IysvLCD8tRzieVZNqIHkuSLSBkTqnLSy55Ga3xj64J2hQJaSvguM,50000000,219312,22.59268292682927,1,1,0.0,1,3,29,4,BUSINESS,5.99,14.99,-16,0,4.2
Resume Builder App Free CV maker CV templates 2019,https://lh3.googleusercontent.com/LfvU0JfcB2r2H3T_ze6yamvXXK9nsok53PTS88n54CgpLRxlzRyfyNXi4w9oJxGd7bI,1000000,38596,7.0,1,1,0.0,0,3,50,4,BUSINESS,0.0,0.0,-27,1,4.7
My Mytel,https://lh3.googleusercontent.com/0eWRH0BoTji93sZEt3fp0fBvxxHDfVeVxLjaJLHOM2JeW_1gsTDhA43dkUF1Qfg9xc2P,1000000,36715,50.0,1,1,0.0,0,3,8,4,BUSINESS,0.0,0.0,-10,1,4.5
File Explorer EX,https://lh3.googleusercontent.com/TWnzvZRC__MtDGVqVIqp3GaUMqGj9hDqf6T2V72sm34bqYhvSnKLXhvyFDMYxQSiPQ,1000000,5778,7.7,1,1,0.0,1,3,16,4,BUSINESS,7.49,9.99,-17,0,3.5
Minha Claro Móvel,https://lh3.googleusercontent.com/Am0VqzqO6tz3H8E8KRnxlPsPxWJxo6bPhSSJZ6hpX324G5UuxJF__G7hx65IRk8z64s,10000000,95985,8.5,1,1,0.0,0,3,17,4,BUSINESS,0.0,0.0,-43,0,3.9
"PDF Reader - Sign, Scan, Edit & Share PDF Document",https://lh3.googleusercontent.com/exNzDTL0Wnl9jFvvw6NJXSsH11lzW_N1-6DpsVsbi7jzR3TCBkVhaVV3_9IWEodNOsE,10000000,68460,22.59268292682927,1,1,0.0,1,3,50,4,BUSINESS,0.99,69.99,-57,0,4.1
Zenefits,https://lh3.googleusercontent.com/Fox3Nwlym6C1MeRLO131WA7bsgIJC-fjTf3F7Gpi8EdTSoHehDKg4MjyFAneTnBr89Gm,50000,430,14.0,1,1,0.0,0,3,8,4,BUSINESS,0.0,0.0,-22,0,4.2
HipChat - Chat Built for Teams,https://lh3.googleusercontent.com/spVSzTvNJJ-klyargVqf7M0BrRVEFlRClxwEqMZvNOWauzsLow49iDoZgRo3xMbe2GY,500000,5892,6.6,1,1,0.0,0,3,30,4,BUSINESS,0.0,0.0,-65,0,2.7
Google Analytics,https://lh3.googleusercontent.com/Ac7UebUnwu5-zLt4gN1HlW5KgZhquPJbNhQk2chzdrMjoTPxKJQkxBL5FGAJgp3lCw,5000000,105104,22.0,1,1,0.0,0,3,16,4,BUSINESS,0.0,0.0,-346,1,4.8
Google Ads - Grow Your Business Online,https://lh3.googleusercontent.com/gDLgYeTaZUTQXa9hu0f4OgxAJedWvpcz3puIj3rgWwYhUjsruRfmKWheF1Wm-oVvPgDe,10000000,52425,22.59268292682927,1,1,0.0,0,3,38,4,BUSINESS,0.0,0.0,-3,1,4.4
Asana: organize team projects,https://lh3.googleusercontent.com/EJEviNAy8fAdCNMrcxaZDYLH1AnDnvficaxztxPnEF-fN97TPHud2yKS1sKsuA_kT9Y,1000000,27328,5.0,1,1,0.0,0,3,29,4,BUSINESS,0.0,0.0,-10,1,4.7
FB Classic,https://lh3.googleusercontent.com/RN93jsS95_cgM8X7fiHf_OKONepq1QE2vNt3RckDWzoLqG_I_CWuJEFHbmNKT1H2fA,100000,1792,27.0,1,1,0.0,0,3,10,4,BUSINESS,0.0,0.0,-73,0,3.7
QuickBooks Accounting: Invoicing & Expenses,https://lh3.googleusercontent.com/FiU1GX-R3OYnwDYEXJPAdh9nJuxOZ_MmKHkkdc6moVN9og4j3w3BPFeOfWlK0aNVCw,1000000,31120,32.0,1,1,0.0,1,3,43,4,BUSINESS,0.99,124.99,-7,0,4.3
Invoice 2go - Professional Business Invoice Maker,https://lh3.googleusercontent.com/ca6jhgjJaAqSQoVweeFsVH6Li8NJyUm57JghpzTNc3QPMK7ssQuIc7vJ7BnTEmKNkcM,1000000,17737,22.0,1,1,0.0,1,3,49,4,BUSINESS,0.99,399.99,-2,0,4.1
Google My Business - Connect with your Customers,https://lh3.googleusercontent.com/EUQGH40jV55Dm2mcGzT9I2_vSfl_rJv88dfrR3JGJkxgQMe2j4bXoFd-tvuYLSGhFIQ,10000000,148389,6.5,1,1,0.0,0,3,48,4,BUSINESS,0.0,0.0,-16,1,4.7
Slack,https://lh3.googleusercontent.com/lV1DhBeSuikQy6fLPhgfNHUxDqterNlur4oB1Z_Yr0NOSiWwQOD0g8gWCjVf1mmMuw,10000000,66137,22.59268292682927,1,1,0.0,0,3,5,4,BUSINESS,0.0,0.0,-4,1,4.4
Street Invoice,https://lh3.googleusercontent.com/yzttvmRV2wKXV6knPLNvug0t2_fJccX24zGEMxjmYKe_bPP6K0lh0QmsmkLNP9L43Q,100000,1167,22.59268292682927,1,1,0.0,0,3,14,4,BUSINESS,0.0,0.0,-173,1,4.6
Square Point of Sale - POS,https://lh3.googleusercontent.com/coMv1dl31PCfEs6essJoEUwVryaqKHKQvENdZ_WYpN-PXa8Qfitkg3grQxIVN22W5A,10000000,115626,22.59268292682927,1,1,0.0,0,3,26,4,BUSINESS,0.0,0.0,-3,1,4.5
"Invoice ASAP,  for Invoicing",https://lh3.googleusercontent.com/9WEjmgm2wE27SX9gyGgMab_IZMkZ_NLdbk7xEh20JXEdTGKJHz3Cp4bv9CWa2qJBRg,100000,746,22.59268292682927,1,1,0.0,1,3,28,4,BUSINESS,1.0,14.99,-17,0,3.9
"PayPal Here - POS, Credit Card Reader",https://lh3.googleusercontent.com/bQ1lP9UhOKszktRB95fLWdzish44nrMk_lBcz9ZXguIqAzA8P060infaW5QwpSeWpJI,1000000,37649,58.0,1,1,0.0,0,3,37,4,BUSINESS,0.0,0.0,-8,1,4.6
Invoice Maker: Estimate & Invoice App,https://lh3.googleusercontent.com/0tdlMA-ZSVCA2xO9U9WZOGUYgJu2TzUvf9yZZn3TaKGn1qTiqw1_O4eKIVlIa_V4rw,1000000,37387,22.59268292682927,1,1,0.0,1,3,37,4,BUSINESS,2.99,323.99,-4,1,4.8
"ProBooks: Invoicing, Expenses, and Accounting",https://lh3.googleusercontent.com/qz--cW5CV1oO5nzX2gdyU5PMfuPpAZ6SPtOxPi56zjpz8YpR-bYkd0saeeRbfnEWviQm,100000,1976,26.0,1,1,0.0,1,3,45,4,BUSINESS,2.99,99.99,-66,1,4.7
Flint - Accept Credit Cards,https://lh3.googleusercontent.com/8RrAcDn5sAPXZvj1nQFAheefpsS1X7s23WNKJFl7cf1qKajeAoEZRxhvIQyrDY8KHg,100000,1470,20.0,1,1,0.0,0,3,27,4,BUSINESS,0.0,0.0,-764,0,3.7
