title,icon,installs,reviews,size,content_rating,free,price,iap,android_version,len_title,main_category,category,iap_min,iap_max,updateDays,rating_class,rating
LANDBANK Mobile Banking,https://lh3.googleusercontent.com/wluETKjqd7Pijcd9rvF0yGoyX4blwvA2LWP-JYx2AB8kxD32otKaDqJdfKwjWdy6AqsW,1000000,7675,6.0,1,1,0.0,0,3,23,11,FINANCE,0.0,0.0,-10,0,4.2
La Banque Postale,https://lh3.googleusercontent.com/-F1J8csenchpgnjFHcOMs0xfC3sdBkjcROSpRRP7fQ158qfqYmBI06SP1sNlEd3H1aOJ,5000000,58682,14.0,1,1,0.0,0,3,17,11,FINANCE,0.0,0.0,-9,0,4.2
K MORE,https://lh3.googleusercontent.com/AyX675vwNz8X2sYUTSrjUTRVzzXMZUW_nMQ8Vk__Nabj6zQ7s7We-bpZbFmoYf7e2YM,10000000,183301,61.0,1,1,0.0,0,3,6,11,FINANCE,0.0,0.0,-22,1,4.4
Itau bank,https://lh3.googleusercontent.com/CyP_f9VxfdTyixcWO_-2IW5cJ1M8adkqRrY9Wo_CkH0Ixj12qdg1SJHpuye-9n_YYqM,10000000,1287173,53.0,1,1,0.0,0,3,9,11,FINANCE,0.0,0.0,-3,1,4.5
au WALLET-au PAY can also be used smartphone payment app,https://lh3.googleusercontent.com/ICYiZtO_K2z2Yqa6T7-tpSkyuDfbqkBX7AX9xoPH7L148cWFK2iZknC-hmi2cR_VaSo,5000000,2462,26.0,1,1,0.0,0,3,56,11,FINANCE,0.0,0.0,-3,0,3.9
BBVA México (Bancomer Móvil),https://lh3.googleusercontent.com/TgxyRvr_5GD9N9xuAieO2GPPfD_1J5STi7hb_JKqX_dUqZoYGcOMpMxOfko6b9vRmg,10000000,575000,36.0,1,1,0.0,0,3,28,11,FINANCE,0.0,0.0,-6,0,3.8
Betterment: Money Management and Financial Advisor,https://lh3.googleusercontent.com/GjCRzi8R5UZbdHUN7ZqLGVSMuNShEWzWPveY_aDCboGcBuFHe1KyvjZwzf7GNeYcjFCi,100000,4194,24.0,1,1,0.0,0,3,50,11,FINANCE,0.0,0.0,-3,0,4.2
"Money Lover: Money Manager, Budget Expense Tracker",https://lh3.googleusercontent.com/R0H5DG6DULEjCrhxW8Y01gcljGyICgrMoTFCFg-iU60dewNexqmtYRR_OKhmIk-b1Cs,5000000,157258,23.0,1,1,0.0,1,3,50,11,FINANCE,0.99,24.99,-3,1,4.6
Current - Bank for Modern Life,https://lh3.googleusercontent.com/rXRcQ8yM5ig9MKrx-eXPNrjncJ9APhYV0-SsGMwNmUgJzCrourNwoYIJjE2Vc7g9HNM,100000,5383,15.0,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-3,1,4.5
"Mint: Budget, Bills, & Finance Tracker",https://lh3.googleusercontent.com/kAoKkNJy81qdxeSexsfsfH6DEz114px1qx9zg0Hj3RoonLXxXRBbEp0xIZVVElgihQ,10000000,154106,43.0,1,1,0.0,0,3,38,11,FINANCE,0.0,0.0,-3,1,4.6
Google Pay: Pay with your phone and send cash,https://lh3.googleusercontent.com/1d85Nw9Iq65Ioge-zDBYnrlr-A_sA82vLKzuR7Rn7bdBJq8sUG_qUyEUno82f5kPp28,100000000,739555,30.101834862385324,1,1,0.0,0,3,45,11,FINANCE,0.0,0.0,-4,1,4.6
Wish - Shopping Made Fun,https://lh3.googleusercontent.com/RRcJfG1cN-rg7VTG4IT8sJtpTWIAxWYjtxce7Ahs0HjvEAqEj9B-kcDru5f86ZXUCA,100000000,8625896,21.0,4,1,0.0,0,2,24,26,SHOPPING,0.0,0.0,-8,1,4.4
DoorDash - Food Delivery,https://lh3.googleusercontent.com/Fvled-zLfL8ER0EBNIk-FnunJCcH2u_T6rdITclOFdU2jpEopdMstZOHP-PtuhP_5coZ,10000000,542871,14.0,1,1,0.0,0,3,24,12,FOOD_AND_DRINK,0.0,0.0,-7,1,4.5
Airbnb,https://lh3.googleusercontent.com/BQnvuZR500pg2ulvv3FBmRI93ODz3AjNfbz92hCieuJLvmbGY36AKhETMTTfTDgpPQI,50000000,810461,27.27225316455696,1,1,0.0,0,3,6,30,TRAVEL_AND_LOCAL,0.0,0.0,-2,1,4.7
Postmates - Local Restaurant Delivery & Takeout,https://lh3.googleusercontent.com/luJACHFO7ubeUXmPJwr8ZMahKCDSTsIHN43OiXiMpAQbqWRysroKTeiaGvst_Ev9N1w,5000000,73727,18.0,1,1,0.0,0,3,47,12,FOOD_AND_DRINK,0.0,0.0,-14,0,3.7
Instacart: Same-day grocery delivery,https://lh3.googleusercontent.com/AX4QaQ8NbV3HnSBA7AnZB7F9xj0AsDacwPW09Zp1ZXaxqjzua8wGQIHczgfcFIKsbb4,1000000,29370,17.0,1,1,0.0,0,3,36,12,FOOD_AND_DRINK,0.0,0.0,-3,0,3.8
TouchTunes,https://lh3.googleusercontent.com/ooJFd5KslRIgXfvdbvkCbiZQnmn0dc1elYxJhUMSSp6YMmrz9JMQ-DBK5J16nhY57jY,1000000,38915,31.0,4,1,0.0,0,1,10,20,MUSIC_AND_AUDIO,0.0,0.0,-28,0,3.6
"Gametime - Tickets to Sports, Concerts, Theater",https://lh3.googleusercontent.com/YnZp7Yx4XGw7J4ipuFoL_Yn-hRRBk50ssOlk5hUfQKgPouMEIxcQOdykxyqoNrkS4w,1000000,14620,53.0,1,1,0.0,0,3,47,10,EVENTS,0.0,0.0,-3,1,4.6
Mobills Budget,https://lh3.googleusercontent.com/C_DMNe7BHT7tQMA7rw_biogleTJXo5V6FfexF0wcSwgVxKKOjB9SAe_pPFzu-OOrj9g,5000000,186828,30.101834862385324,1,1,0.0,1,3,14,11,FINANCE,2.99,39.99,-8,1,4.4
"Hurdlr: Mileage Tracker, Expenses & Receipts Log",https://lh3.googleusercontent.com/SjsBi6Nl2RaYh5rOCKLCEbj1Kd7uvaK7DeiGlQfG7sBV13AXkc9oRefN3s5xSzsY23g,100000,4921,8.7,1,1,0.0,1,3,48,11,FINANCE,5.99,79.99,-4,1,4.5
Fresh EBT - Food Stamp Balance,https://lh3.googleusercontent.com/UPUwTdZtvDvEQLCUkTKf73ofmRANUAi9QP1rYnzGuBUXGQr2JpvSspwi7Bjlq5XnzyY,5000000,59482,30.101834862385324,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-52,1,4.6
Mileage Tracker by MileIQ,https://lh3.googleusercontent.com/K3Sfyzbcy_i09cxQvpF7b8O95C5Bu1CtIVF2g3b6VNE2Nppkj0E1AyAFt6ilF3Lw09GW,1000000,53366,28.0,1,1,0.0,1,3,25,11,FINANCE,5.99,59.99,-10,1,4.4
Everlance: Mileage & Expense Tracker,https://lh3.googleusercontent.com/u13z5y0Jw3BKxKdsX7ATi0KwktlFKcS7H-CwfsiYzbgz_VfoNN6Bvwi03qBbtznRA0c,500000,12540,24.0,1,1,0.0,0,3,36,11,FINANCE,0.0,0.0,-10,0,4.2
"Investing.com: Stocks, Finance, Markets & News",https://lh3.googleusercontent.com/5oGv5W40yKOoYsYXS7ychMYzWVRtz7rZXRYwdhIijPfy8B9JRSXFmPU68-jEi-J4ULSI,10000000,242117,39.0,1,1,0.0,1,3,46,11,FINANCE,0.99,63.6,-43,1,4.6
MSN Money- Stock Quotes & News,https://lh3.googleusercontent.com/kn8BwKZo-YtaLYwIOZ-O0S7rx0DGMLZYkscbSlHwIOqPbJaCN0wdBIDjBHruh7mGObw,1000000,93813,22.0,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-126,0,4.1
MetaTrader 4 Forex Trading,https://lh3.googleusercontent.com/y0MiHM1tEE2vYtwy6PpG1cgNpzhPcavMd6ITx_Hxl-R3INVhgBaEOeSGZwpvgiJuqg,10000000,421059,30.101834862385324,1,1,0.0,0,3,26,11,FINANCE,0.0,0.0,-138,1,4.6
Moneycontrol – NSE - BSE | News | Track Portfolio,https://lh3.googleusercontent.com/qbqjDFiK6wInTH4KrDaNIxbvng1XMs2F7Cv_DbzZcm-ljDA0Ikyp9y4HxOLIhp2r_ks,10000000,303164,30.101834862385324,1,1,0.0,1,3,49,11,FINANCE,0.99,13.99,-3,0,4.0
Yahoo Finance: Real-Time Stocks & Investing News,https://lh3.googleusercontent.com/jQVXIz4MbsuOJSzoeFsTeL2gHoaZTlBtz2JbyG9JAuhsrTPB2vSvsRqsINWYVUr3Xw,5000000,161155,19.0,2,1,0.0,1,3,48,11,FINANCE,34.99,349.99,-21,0,4.2
Stocks: Realtime Quotes Charts & Investor News,https://lh3.googleusercontent.com/KKFdBKSFk8rPiB7fKH-DqNqzcSU5euMGNXvlowJvvT1z-nIbQpFn_sjYj217KwZOaV4N,1000000,19464,30.101834862385324,1,1,0.0,1,3,46,11,FINANCE,0.99,4.99,-136,1,4.7
MetaTrader 5,https://lh3.googleusercontent.com/8lMo-DTtU9O10OXPr_gZYQOnYfFg6BGPgwRKnx88sczAOivcQ6M7ln_ukIp--OVtAB8,1000000,97370,30.101834862385324,1,1,0.0,0,3,12,11,FINANCE,0.0,0.0,-53,1,4.4
"Trading 212 - Stocks, Forex, Crypto, Gold",https://lh3.googleusercontent.com/r-m0um7ScFtrtYUoa28Qjhkxn0FJtZXAUwXbYFY_BXAhViQWaxGf7LtiiLkmOqe1hnYU,5000000,43362,15.0,1,1,0.0,0,3,41,11,FINANCE,0.0,0.0,-10,1,4.4
Webull: Trade Stocks & ETFs,https://lh3.googleusercontent.com/d0mBLWUYcRBdrNGqHJKe6Rtf8X863uQ14Aped4LdwfV3mXnZVsX0M2m3otaU3kedXeo,5000000,46834,30.101834862385324,1,1,0.0,1,3,27,11,FINANCE,0.99,394.99,-7,1,4.4
Stock Trainer: Virtual Trading (Stock Markets),https://lh3.googleusercontent.com/10hBDd1uZw9BZ_8kWXKF3kF7FuKz12-rIUHLA9E1Z8PxyBR799Ry592yDt1IZ68bzE3H,1000000,49299,28.0,1,1,0.0,1,3,46,11,FINANCE,0.99,99.99,-20,1,4.4
TaxSlayer - File Your Taxes,https://lh3.googleusercontent.com/zS8jL0Padu7vFoua7iBRhsNEDCyNctXRtrJnBmxAjSgO0oy850li6HL2Y0_ey2AGXJo,100000,2764,14.0,1,1,0.0,0,3,27,11,FINANCE,0.0,0.0,-210,0,3.6
H&R Block Tax Prep and File,https://lh3.googleusercontent.com/ddHi-1nYSgC7X9TzQa9y639xXU9_15l66AFh2Cq29lzZG7DvB5F3W5cuc7jyjf_AYb0,500000,10788,37.0,1,1,0.0,0,3,27,11,FINANCE,0.0,0.0,-203,1,4.6
Expensify - Expense Reports,https://lh3.googleusercontent.com/GIq0pIRC_xAZ7fFWQV-QAwSLO6re3gHAKE-t9h855eVpQvTzRhyBhDv8ujwzVBcGNGE,1000000,13433,6.7,1,1,0.0,0,3,27,11,FINANCE,0.0,0.0,-8,0,4.2
Expense IQ Money Manager,https://lh3.googleusercontent.com/iqvyPVLi6BQJc55v_iFv-y8wwaGQwcoMn6z-ybgRBpzxPQfs7HS5Zu6CeMjLMmuKMXo,1000000,22109,27.0,1,1,0.0,1,3,24,11,FINANCE,0.99,49.99,-35,0,4.0
"Prism Pay Bills, Money Tracker, Personal Finance",https://lh3.googleusercontent.com/MxFdmKNx5-98tHd9dp2rwZ9O1lgxlLS3HZNfWaXNb7MODmKe27EVAGJ0Qs3e3nvI,1000000,20283,50.0,1,1,0.0,0,3,48,11,FINANCE,0.0,0.0,-30,1,4.4
Monefy - Money Manager,https://lh3.googleusercontent.com/YrgVEzU08tbDoT7_vbIrFFDxKTHMwhWUP0Yl_WzwFq76DvASFFV3qfWoiXypUJZwXtU6,5000000,144174,30.101834862385324,1,1,0.0,1,3,22,11,FINANCE,0.99,99.99,-12,1,4.6
Money Manager Expense & Budget,https://lh3.googleusercontent.com/ikbN8scDWum2l6zGkmBrLFMsxOQvzTZT6UcIAYJ_dxBDAv9Ub7YE640cliaooDiWMzs,5000000,202578,15.0,1,1,0.0,1,3,30,11,FINANCE,0.99,99.99,-3,1,4.7
"WalletHub - Free Credit Score, Report & Monitoring",https://lh3.googleusercontent.com/iSYIVRvv4swqeYPUCEGwF-Qw4c8LbA2ar3pzj-cth2R_EJjmlqzJFTCT65KsksfEwUhP,100000,3638,21.0,1,1,0.0,0,3,50,11,FINANCE,0.0,0.0,-10,1,4.7
Branch - Personal Finance Loans,https://lh3.googleusercontent.com/w2uSCKhEa4DpvLHI6XIMDjHQvPijcqThTKjZeWKmcrbcsM-ctrzunaPhZ21E8Z-QSLsl,10000000,242240,4.7,1,1,0.0,0,3,31,11,FINANCE,0.0,0.0,-3,1,4.6
Credit Karma - Free Credit Scores & Reports,https://lh3.googleusercontent.com/qsOgYUrw6bKGFzMHa-n--TGNrZJcoOFWZTXJcSmh_PPmMFGy43o5ACkuIpsi1_95yR4,10000000,897875,30.101834862385324,1,1,0.0,0,3,43,11,FINANCE,0.0,0.0,-3,1,4.7
"NerdWallet: Credit Score, Budgeting & Finance",https://lh3.googleusercontent.com/MLTm4-CLIxvMSFIKmIQwJTSDyisSyP1NkFD2djfUdLwYtIcX8IVw4Peq68Lbvac8uA,500000,5139,36.0,1,1,0.0,0,3,45,11,FINANCE,0.0,0.0,-11,1,4.6
CreditWise from Capital One,https://lh3.googleusercontent.com/CkL53oZT28NXM6FRoEzT3ki4nafCJ7imibG4oUNoDKnbHXR695L0QnrDa9x_pzRsXIQ,1000000,57858,11.0,1,1,0.0,0,3,27,11,FINANCE,0.0,0.0,-11,1,4.6
myFICO - Official FICO® Scores,https://lh3.googleusercontent.com/7A2VqU-_raZwrtf-rjbe7-IX3cBQrLs2hS5uuHEM48A3SUFgyFRAOZ8ZHxBWd2LiSQ4,100000,2291,9.7,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-81,0,4.2
Experian - Free Credit Report & FICO® Score,https://lh3.googleusercontent.com/hB6LHJAf2JtQGKeOBlUbxsxH0ugzxIMdty8PbLj6D9dG9Bz2zc0uMaLKhM0yMFCghIs,1000000,55302,12.0,1,1,0.0,0,3,43,11,FINANCE,0.0,0.0,-11,1,4.5
Credit Sesame,https://lh3.googleusercontent.com/6gP-9hY-yzLqtEkbzRejp1iuXYmzm_MJh6HX3SJdaZ1KYjJnNRqu_pqAn-o1MC2cG-Kz,1000000,40606,17.0,1,1,0.0,1,3,13,11,FINANCE,1.0,4.99,-4,1,4.5
Axos Invest - Invest For Free,https://lh3.googleusercontent.com/rcQ3lG6fckHdkHP5S2-qBmNsYfGz3Xu6IUBjyI3JqYIZWMir_VohiK-F0OHsz801ng,10000,331,48.0,1,1,0.0,0,3,29,11,FINANCE,0.0,0.0,-14,0,3.7
Even,https://lh3.googleusercontent.com/UyQrQSFl55odeOYVJil3-ass6NYIx0qfsEGAn-oKprXdxo3v6Sckjip7JddsLaQqdvtl,500000,27045,26.0,1,1,0.0,0,3,4,11,FINANCE,0.0,0.0,-29,1,4.6
Digit Save Money Automatically,https://lh3.googleusercontent.com/ubiJwn4RPynLZqZxfPnSeuj_qsosZMHmN41pO83JcqB3Mr0yDTw5ea0xIAb7bnv0H8Q,1000000,27149,22.0,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-11,0,4.3
Acorns - Invest Spare Change,https://lh3.googleusercontent.com/Id2IpnxsxOWEDbXrogHEGpwanOkjSp16ge5oSy4fd78AGcuT_EzP8ACwjoSG-BBlNgA,5000000,90844,30.101834862385324,1,1,0.0,0,3,28,11,FINANCE,0.0,0.0,-4,1,4.5
Robinhood: Invest. Save. Earn.,https://lh3.googleusercontent.com/4ldrrfBqWSHSD6EBiQaMDyXPc8fMUsqHb73KiPHcLhSGkHjRl1pUMHqu8EMf4ms1hA,5000000,98740,30.101834862385324,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-3,1,4.4
"Stash: Investing, banking, saving—simplified.",https://lh3.googleusercontent.com/vz_ak26kXrbp90_WrH6z2tgLopuU5xNZKvGoCZcKGZnD_vgro8WQC36e184Ch9h-xFA3,1000000,27182,16.0,1,1,0.0,0,3,45,11,FINANCE,0.0,0.0,-6,0,4.2
Navy Federal Credit Union,https://lh3.googleusercontent.com/XT4wGAS7a-OF-HWzfNF3ORQi8c5JnNjiVDp4S4fjfj97-bJFlbHxRObzFsn6DF60dlY,1000000,54906,30.101834862385324,1,1,0.0,0,3,25,11,FINANCE,0.0,0.0,-11,0,4.0
Capital One® Mobile,https://lh3.googleusercontent.com/ICqfwusOjfw2wPAusH5PR8O_3DcmVUMBaOnxjg0JdPmKO5rFX0y5gWk7qwvOQwozcyI,10000000,852050,62.0,1,1,0.0,0,3,19,11,FINANCE,0.0,0.0,-9,1,4.7
GoBank – Mobile Banking,https://lh3.googleusercontent.com/B0wAVk6hMzy7DFziuHtrXTX7Ft5hv-hi-bkPsNOY3u3VIkC35AwUkCTQPCy8H45LBfpu,1000000,9967,30.101834862385324,1,1,0.0,0,3,23,11,FINANCE,0.0,0.0,-18,0,4.2
PayPal Mobile Cash: Send and Request Money Fast,https://lh3.googleusercontent.com/Y2_nyEd0zJftXnlhQrWoweEvAy4RzbpDah_65JGQDKo9zCcBxHVpajYgXWFZcXdKS_o,100000000,1110569,30.0,1,1,0.0,0,3,47,11,FINANCE,0.0,0.0,-11,1,4.4
Bank of America Mobile Banking,https://lh3.googleusercontent.com/GdICLxnKd-e-lmV46N_SjihWHzAUX1nj8e--dF2KrQjvomN4zxOR-iEWwsTG_Tqr_oc,10000000,592054,83.0,1,1,0.0,0,3,30,11,FINANCE,0.0,0.0,-17,1,4.7
Netspend Skylight ONE,https://lh3.googleusercontent.com/901Am7NJrZuvRSr-xbnHZnXwqwhKrSbh1j4Vdb4pW7HpJQ-Up0aGO3ry9RjSEPfllDM3,100000,1487,17.0,1,1,0.0,0,3,21,11,FINANCE,0.0,0.0,-15,0,3.8
Chase Mobile,https://lh3.googleusercontent.com/nSkpJQa6V2cjC0JEgerrwner4IelIQzg06DZY8dtGwRsq6iXcrxCX2Iop_VI9pohvnI,10000000,1524567,30.101834862385324,1,1,0.0,0,3,12,11,FINANCE,0.0,0.0,-30,1,4.4
Wells Fargo Mobile,https://lh3.googleusercontent.com/2PAOrv4aNWtaSoy7F4UK5bnDIoz-EzyEkasyjcWsR2JX-GDzkycqFV4wbh8Q67LV3g,10000000,464586,31.0,1,1,0.0,0,3,18,11,FINANCE,0.0,0.0,-3,1,4.6
Citi Mobile®,https://lh3.googleusercontent.com/UQXR3wgk9MFKyRW4II0RPWAFAT0LHOO0d1QDUI4_oy3JN9LEcMH1Sx8b-toXwh486bg,5000000,313816,84.0,1,1,0.0,0,3,12,11,FINANCE,0.0,0.0,-14,1,4.7
"COOKPAD - fun making cooking, menu free recipe search!",https://lh3.googleusercontent.com/G8KxoLSAJIYrDSObg07KNi55XAij9uO4hr4VQYXTTmfCpvfHswL0SwnGgx3Zcfvj2Hk,10000000,74264,8.9,1,1,0.0,1,3,54,12,FOOD_AND_DRINK,2.49,4.47,-11,1,4.4
Kitchen | Culinary Education | The preparation and cooking of food,https://lh3.googleusercontent.com/mveKWNDT5VFScx-lpCp8v5bl7eOSILucCvSMougsLApMez1-sKF0z11zLpC6kRZBjQ,100000,3075,9.0,1,1,0.0,0,3,66,12,FOOD_AND_DRINK,0.0,0.0,-414,1,4.6
SarashpazPapion (آشپزی با سرآشپز پاپیون),https://lh3.googleusercontent.com/EZV4xzB4hpRPzcA70YYmqdaZ26vkFXAMLwftWns3epvediP7KSVFXuNRpnNV8Vm4uQ,100000,3526,15.0,1,1,0.0,0,3,40,12,FOOD_AND_DRINK,0.0,0.0,-414,1,4.6
McDonald's - McDonald's Japan,https://lh3.googleusercontent.com/_GjSl-Pvj6nTpNMHOg-VJnLkVRJFzPFuKirDWcvSOBExGCSa4a1kZ5hxjwjRz2FtSS8t,10000000,136516,45.0,1,1,0.0,0,3,29,12,FOOD_AND_DRINK,0.0,0.0,-9,0,3.4
Cake recipes without the Internet more than 500 recipe Cake,https://lh3.googleusercontent.com/t4Mx9tWGz-jCPqgSGmfyXzOUYZs8VyakZCt1nUEQjUtb3hdD8xoZ1z5ONDnCfdlmnBNW,100000,571,8.7,1,1,0.0,0,3,59,12,FOOD_AND_DRINK,0.0,0.0,-15,1,4.6
Skylark app,https://lh3.googleusercontent.com/_mzvApYzFVsFIAqXW5p8ZLR3vZrqeeTL93y0mLtVogbuMWcmwfEDK7iGgMjhbG5Gw7U,5000000,15004,18.0,1,1,0.0,0,3,11,12,FOOD_AND_DRINK,0.0,0.0,-3,0,3.3
DELISH KITCHEN - fun cooking for free recipe video and easily,https://lh3.googleusercontent.com/mSDITKqznSHIXeTjwXuq1Rb3fMeXwnNiiGfoIfgIZQCEHfBUEulLLIaAlGUVy9Feig,1000000,41697,9.6,1,1,0.0,1,3,61,12,FOOD_AND_DRINK,4.49,11.99,-2,1,4.5
Nigerian Food Recipes,https://lh3.googleusercontent.com/orLHSJ9J2bFf6TSM88XvJIOeeoBBKbbjLv0cxgXIJviC1g4cQ12qHXCjwhAeypRMEg,100000,772,42.0,1,1,0.0,0,3,21,12,FOOD_AND_DRINK,0.0,0.0,-28,0,4.3
Tasty,https://lh3.googleusercontent.com/gcAQcWADEZsAU8DPXisFrTF2Y9eFNF-l7IZmYt0oOLK4vXewovKreaz6jEBG_2wWNw,5000000,68573,12.0,1,1,0.0,0,3,5,12,FOOD_AND_DRINK,0.0,0.0,-3,1,4.8
All free Recipes : World Cuisines,https://lh3.googleusercontent.com/wb8PUMe6sxoqEoRWObh1U2Jmdaw8_YPecI4ML16h5K9oC1-4pZrfhtgq84vkCpn8Tto,500000,3972,21.57246376811594,1,1,0.0,1,3,33,12,FOOD_AND_DRINK,0.99,3.99,-43,1,4.5
Grubhub: Local Food Delivery & Restaurant Takeout,https://lh3.googleusercontent.com/eBg3GUeVi_dWKWk08QTSCbZpGjgxG3-CgIaU7gk9Xe5XIYqMp1cyZm4155zXbZv3feI,10000000,254579,37.0,1,1,0.0,0,3,49,12,FOOD_AND_DRINK,0.0,0.0,-3,0,3.9
Uber Eats: Local Food Delivery,https://lh3.googleusercontent.com/GInoRiQ6UvZrz3bumhlHY_KTKA1_tYGWRH_yWiEEe3VermedHJq5DBy_HFlkypdHyeg,100000000,1719524,36.0,1,1,0.0,0,3,30,12,FOOD_AND_DRINK,0.0,0.0,-3,0,4.1
Domino's Pizza USA,https://lh3.googleusercontent.com/1qMAenQQmSAlTGuAU12gb2L6Ka6aX7XP3f3crKg3Sduwed_Lo1wV5taMLih3C0i-mFOs,10000000,1289329,21.57246376811594,1,1,0.0,0,3,18,12,FOOD_AND_DRINK,0.0,0.0,-18,1,4.7
Zomato - Restaurant Finder and Food Delivery App,https://lh3.googleusercontent.com/VJT98oAIZxi81d9TjazbtCUyDpq30GrHLY6jsP6JChInJj5Iy1txAk_0UoqcIQl-EA,50000000,3457408,15.0,1,1,0.0,0,3,48,12,FOOD_AND_DRINK,0.0,0.0,-6,0,4.3
TheFork - Restaurants booking and special offers,https://lh3.googleusercontent.com/FqttpccWNEOOOOs7fKSuref2TR37sg1nvixo1K26XhRK5hcQnihCAyj2mupKUHDaD6w,5000000,57724,9.5,1,1,0.0,0,3,48,12,FOOD_AND_DRINK,0.0,0.0,-17,1,4.5
Seamless: Restaurant Takeout & Food Delivery App,https://lh3.googleusercontent.com/rQhXrKvqO2NVGd_EyJy7khVqJxdPLg13S_r6PRNDsMSGJu6Ku3FAXRNnVHxQ1MTD6Kjp,1000000,44403,36.0,1,1,0.0,0,3,48,12,FOOD_AND_DRINK,0.0,0.0,-3,1,4.4
Pizza Hut,https://lh3.googleusercontent.com/87Ll5e5jNLPBlWEsCMuwcLUqYdWbh9KRnWwbYL0ir7vpAizWEQQlqHt7NZQUQ0SJfeu7,10000000,455583,69.0,1,1,0.0,0,3,9,12,FOOD_AND_DRINK,0.0,0.0,-18,1,4.4
BeyondMenu Food Delivery,https://lh3.googleusercontent.com/9xzgP_F-0_pg8IfslMBAt5C6OOHKNSQo2iNF4QjJlA2ZCuOd3d2ysiwL9PppKdZojY8,1000000,70097,15.0,1,1,0.0,0,3,24,12,FOOD_AND_DRINK,0.0,0.0,-3,1,4.7
FreshDirect,https://lh3.googleusercontent.com/qaq_Qncfg7nJPFYjmvJdPrutD86dZNio_y1GssXwnelFIqCL5sq1Wj08evKJTIJ7KQ8,100000,777,51.0,1,1,0.0,0,2,11,26,SHOPPING,0.0,0.0,-8,0,3.0
Schwan's Food Delivery,https://lh3.googleusercontent.com/u64sX4TEC0xZ-keJdgu3OHfn2TzFCdUqQI_1JBO633fN0VRikMG_LDJ_nayXI_dVMKI,500000,4969,21.0,1,1,0.0,0,2,22,26,SHOPPING,0.0,0.0,-182,0,4.3
Peapod,https://lh3.googleusercontent.com/mrGkcG7a56i4lQCFTuuX5jV-MmDLs2zU4pPTj6gby-1gFfyeOEpN5rpeWXFqesfN7a0,100000,2075,1.4,1,1,0.0,0,2,6,26,SHOPPING,0.0,0.0,-8,0,2.8
Vons Delivery & Pick Up,https://lh3.googleusercontent.com/U9oajXYsRNYS_QK0BybqBWMN3Fyzo7urmhB1b27TKu4dJhtnjZASCsaHR5JGnrxoug,100000,1153,23.0,1,1,0.0,0,2,23,26,SHOPPING,0.0,0.0,-10,0,4.3
Walmart,https://lh3.googleusercontent.com/tyqhEqe5DP9sTEi0I7XMDmaGhjOtWpQENTSSMZRr95dahMFlYlaGVe3v3EWV-wMmug,50000000,487050,81.0,1,1,0.0,0,2,7,26,SHOPPING,0.0,0.0,-2,0,4.0
Google Shopping - Shop easier,https://lh3.googleusercontent.com/uETarwwdoXe5H_FWY8h8w0dzR5S17eVLs5FGHaxlHR5g9gPEt60JhvI6UjeHAFxjOyE,1000000,9715,18.0,1,1,0.0,0,2,29,26,SHOPPING,0.0,0.0,-11,0,3.9
Amazon Prime Now,https://lh3.googleusercontent.com/e8mzoFH48MMkrmwYk584DFsiRf4u8dmSnkPyvVF3hLuRg_fvx9vScGAwXXaPNpMzblI,10000000,25866,24.0,4,1,0.0,0,2,16,26,SHOPPING,0.0,0.0,-51,0,3.5
Safeway Delivery & Pick Up,https://lh3.googleusercontent.com/TaD0z_xjUzG6w8fAUi7uPgBuxXBXz4QaH8f_YZhnKfLTxv93SwN5eHqHddMwqVXkflU,100000,3153,20.0,1,1,0.0,0,2,26,26,SHOPPING,0.0,0.0,-10,1,4.4
OpenTable: Restaurants Near Me,https://lh3.googleusercontent.com/8SfX0tOYVEy79kwfuatb_54Ro-HDySihjxvMtgBrrkTtjLraFK0O13VGmqAIP7g945Y,5000000,111845,31.0,1,1,0.0,0,3,30,12,FOOD_AND_DRINK,0.0,0.0,-3,1,4.8
Foursquare City Guide,https://lh3.googleusercontent.com/81tvpT59weJbOGWT9jQ8_9RtcGXKCcVv59BU7Wl6PnS7okIgrS4iTCgwWpPQY2FRKw,10000000,481919,21.57246376811594,4,1,0.0,0,3,21,12,FOOD_AND_DRINK,0.0,0.0,-129,0,4.3
"Yelp: Food, Shopping, Services Nearby",https://lh3.googleusercontent.com/3v1k57gUELCDXM4MDhV56ckU-0N2eO80KTYrWYixj7UujYpaxh305j83xMycHQaCPNw,10000000,434394,27.27225316455696,4,1,0.0,0,3,37,30,TRAVEL_AND_LOCAL,0.0,0.0,-7,0,4.2
TripAdvisor Hotels Flights Restaurants Attractions,https://lh3.googleusercontent.com/h9BZi7ji55czOnL1xdXsfhm8phEduDK4M3Wb4dm9Z3GuVp5pE3fPVv4ibRtozPbdig,100000000,1299951,27.27225316455696,1,1,0.0,0,3,50,30,TRAVEL_AND_LOCAL,0.0,0.0,-9,1,4.4
